accidentnum,accidentdate,accident_year,accident_month,accident_hour,accident_weekday,latitude,latitude_new,latitude_use,longitude,longitude_new,longitude_use,xcoord,ycoord,accidentlocation,classificationofaccident,impactlocation,initialimpacttype,trafficcontrol,pedestrianinvolved,cyclistinvolved,environmentcondition1,xmlimportnotes
19029824,1/23/2019 8:30:00 PM,2019,1,20,Wednesday,43.385717,43.38570841066179,43.385717,-80.413813,-80.41380931850472,-80.413813,547479.53563,4803815.34728,Non intersection,P.D. only,Thru lane,Approaching,No control,FALSE,FALSE,Clear,Road 1: PINNACLE DR; Road 2: CONESTOGA COLLEGE BLVD; Distance: 100.0 M S; Vehicle #1     Make: GMC     Model: SIE     Colour: GRY     Style: PK; Vehicle #2     Make:      Model:      Colour:      Style:
19030013,1/23/2019 8:00:00 AM,2019,1,8,Wednesday,43.380435,43.38042664423838,43.380435,-80.432167,-80.43216289776181,-80.432167,545996.94575,4803218.49093,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: 436 DOON SOUTH DR; Road 2: DOON SOUTH DR; Vehicle #1     Make: VOLK     Model: PTS     Colour: GRY     Style: 4D; Vehicle #2     Make: RAM     Model: RTR     Colour: GRN     Style: PK
19030689,2/7/2019 11:55:00 AM,2019,2,11,Thursday,43.447479,43.447470487407315,43.447479,-80.4833,-80.48329642315481,-80.4833,541808.78204,4810637.2277,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: KING ST E; Road 2: CEDAR ST S; Distance: 20.0 M N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: CHEV     Model: ETV     Colour: WHI     Style: CB
19031427,2/8/2019 8:30:00 AM,2019,2,8,Friday,43.397199,43.397190012872635,43.397199,-80.448711,-80.44870740533692,-80.448711,544644.47032,4805071.17657,Non intersection,Non-reportable,Thru lane,SMV other,No control,FALSE,FALSE,Clear,Road 1: HARCOURT CRESCENT; Road 2: MILLWOOD CRESCENT; Distance: 100.0 M W; Vehicle #1     Make: CHEV     Model: ML     Colour: GRY     Style: 4D
19031528,2/7/2019 7:00:00 PM,2019,2,19,Thursday,43.412996,43.412987665917115,43.412996,-80.493642,-80.49363854456467,-80.493642,540995.22144,4806802.53351,At/near private drive,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 39 RADCLIFFE DR; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: CHEV     Model: SIL     Colour: RED     Style: CW
19031578,2/8/2019 12:42:00 PM,2019,2,12,Friday,43.435917,43.43590824814876,43.435917,-80.475049,-80.47504537380483,-80.475049,542484.50209,4809357.33177,Other,P.D. only,Off highway,SMV other,No control,FALSE,FALSE,Clear,Road 1: 244 SYDNEY ST S; Road 2: SYDNEY ST S; Vehicle #1     Make: TOYT     Model: CXL     Colour: GRY     Style: 4D
19031643,2/8/2019 12:50:00 PM,2019,2,12,Friday,43.443841,43.44383205551807,43.443841,-80.477912,-80.47790872736012,-80.477912,542247.25718,4810235.87125,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: 32 STIRLING AVE S; Vehicle #1     Make: ACUR     Model: RDX     Colour: BRN     Style: TY; Vehicle #2     Make: MAZD     Model: X3T     Colour: RED     Style: 4W
19031673,2/8/2019 2:20:00 PM,2019,2,14,Friday,43.442656,43.44264745584009,43.442656,-80.519017,-80.51901310789403,-80.519017,538921.8746,4810084.29145,At/near private drive,Non-reportable,Off highway,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 12 WEICHEL ST (STREET PARKING); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HOND     Model: CCL     Colour: BLK     Style: 4D
19031779,2/8/2019 8:00:00 AM,2019,2,8,Friday,43.444557,43.444548759985544,43.444557,-80.537971,-80.53796742921085,-80.537971,537386.90175,4810286.76524,Other,Non-reportable,Off highway,Angle,No control,FALSE,FALSE,Clear,Road 1: 754 GLASGOW ST (DRIVE WAY); Vehicle #1     Make: TOYT     Model: HIG     Colour: BLK     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19032405,2/9/2019 7:45:00 PM,2019,2,19,Saturday,43.414649,43.41464044587842,43.414649,-80.501467,-80.50146312569409,-80.501467,540360.64171,4806982.26768,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 39 LITTLEFIELD CRES (50 km/h); Road 2: LITTLEFIELD CRES; Distance: 2.0 M S; Vehicle #1     Make: DODG     Model: RPC     Colour: BLK     Style: PK; Vehicle #2     Make: MERZ     Model: E32     Colour: GRN     Style: 4D
19032503,2/9/2019 2:45:00 PM,2019,2,14,Saturday,43.391944,43.3919356613984,43.391944,-80.466216,-80.4662124824329,-80.466216,543230.61648,4804478.42513,At intersection,P.D. only,Within intersection,SMV other,Stop sign,FALSE,FALSE,Clear,Road 1: HURON RD @; Road 2: STRASBURG RD; Vehicle #1     Make: INFI     Model: Q5S     Colour: BLK     Style: 4D
19032934,2/10/2019 2:08:00 AM,2019,2,2,Sunday,43.446197,43.446188210980814,43.446197,-80.477991,-80.47798718227237,-80.477991,542239.26922,4810497.49957,Intersection related,P.D. only,Off highway,SMV other,Stop sign,FALSE,FALSE,Clear,Road 1: PANDORA AVE N (50 km/h); Road 2: DUKE ST E (50 km/h); Vehicle #1     Make: DODG     Model: CHS     Colour: RED     Style: 4D
19033078,2/9/2019 6:30:00 PM,2019,2,18,Saturday,43.413853,43.41384489229963,43.413853,-80.51755,-80.51754589177563,-80.51755,539059.11964,4806886.2554,Intersection related,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Clear,Road 1: WAKE ROBIN DR; Road 2: INTERNATIONAL PL; Vehicle #1     Make: HYUN     Model: TUC     Colour: GRY     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19033126,2/8/2019 4:55:00 PM,2019,2,16,Friday,43.432047,43.432038840994615,43.432047,-80.461491,-80.46148769277295,-80.461491,543584.50196,4808934.60819,At/near private drive,Non-reportable,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: 197 DIXON ST; Vehicle #1     Make: MAZD     Model: PDS     Colour: BLK     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19033334,2/9/2019 6:00:00 PM,2019,2,18,Saturday,43.413848,43.41383938180057,43.413848,-80.517555,-80.51755123361157,-80.517555,539058.69071,4806885.64092,At intersection,P.D. only,Within intersection,Rear end,Stop sign,FALSE,FALSE,Clear,Road 1: MILFOIL CRESCENT; Road 2: INTERNATIONAL PL; Vehicle #1     Make: HOND     Model: RID     Colour: SIL     Style: PK; Vehicle #2     Make:      Model:      Colour:      Style:
19033391,2/10/2019 6:41:00 PM,2019,2,18,Sunday,43.453111,43.45310224787439,43.453111,-80.471081,-80.47107729745693,-80.471081,542793.51645,4811268.88036,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 250 KRUG ST (50 km/h); Road 2: KRUG ST; Distance: 4.0 M E; Vehicle #1     Make: STRN     Model: SI2     Colour: GRY     Style: 2D; Vehicle #2     Make: MAZD     Model: X3T     Colour: RED     Style: SW
19033873,2/11/2019 11:22:00 AM,2019,2,11,Monday,43.38645,43.38644115075842,43.38645,-80.475443,-80.47543932827973,-80.475443,542487.18524,4803863.48445,Non intersection,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,Road 1: 655 HURON RD (60 km/h); Road 2: HURON RD; Distance: 2.0 M S; Vehicle #1     Make: KIA     Model: RIL     Colour: SIL     Style: 4D; Vehicle #2     Make: LEXS     Model: A35     Colour: WHI     Style: 4D
19034013,2/11/2019 2:08:00 PM,2019,2,14,Monday,43.497766,43.49775700280352,43.497766,-80.471189,-80.47118568742621,-80.471189,542753.25309,4816228.08461,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: EAGLECREST ST (50 km/h); Road 2: KESTREL ST; Distance: 100.0 M N; Vehicle #1     Make: BMW     Model: BX3     Colour: WHI     Style: TY; Vehicle #2     Make: LEXS     Model: IS3     Colour: WHI     Style: 4D
19034516,2/12/2019 8:53:00 AM,2019,2,8,Tuesday,43.411361,43.41135284201067,43.411361,-80.522837,-80.52283331359578,-80.522837,538632.63746,4806607.03315,At intersection,P.D. only,Left turn lane,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: WINDFLOWER DR; Road 2: WAKE ROBIN DR; Vehicle #1     Make: FORD     Model: SPE     Colour: SIL     Style: TY
19034608,2/8/2019 7:46:00 AM,2019,2,7,Friday,43.444394,43.4443859997356,43.444394,-80.538415,-80.53841136766053,-80.538415,537351.07909,4810268.49044,Non intersection,Non-reportable,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: 768 GLASGOW ST; Vehicle #1     Make: MACK     Model: 800     Colour: BLU     Style: CT; Vehicle #2     Make:      Model:      Colour:      Style:
19034645,1/25/2019 6:25:00 PM,2019,1,18,Friday,43.436277,43.43626897482232,43.436277,-80.542515,-80.54251106129873,-80.542515,537024.28678,4809365.20768,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 48 LYNNVALLEY CRESCENT (ROAD SIDE PARKING); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HOND     Model: UDY     Colour: BLU     Style: TY
19034757,2/12/2019 3:15:00 PM,2019,2,15,Tuesday,43.43444,43.434431937114454,43.43444,-80.495917,-80.49591321917276,-80.495917,540796.65964,4809182.9496,At intersection,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Freezing Rain,Road 1: STIRLING AVE S (50 km/h); Road 2: PLEASANT AVE (50 km/h); Distance:  K; Vehicle #1     Make: HOND     Model: ACT     Colour: BLK     Style: TY; Vehicle #2     Make: HOND     Model: UDY     Colour: WHI     Style: TY
19034829,2/12/2019 9:35:00 AM,2019,2,9,Tuesday,43.466212,43.46620320304575,43.466212,-80.498433,-80.49842959453845,-80.498433,540571.76145,4812710.15217,At intersection,Non-reportable,Within intersection,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: MARGARET AVE S; Road 2: UNION ST; Vehicle #1     Make: FORD     Model: FSE     Colour: YEL     Style: 4D
19034855,2/12/2019 6:02:00 PM,2019,2,18,Tuesday,43.470915,43.47090626616014,43.470915,-80.452342,-80.45233781266431,-80.452342,544296.67228,4813255.94854,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Freezing Rain,Road 1: 400 BINGEMANS CENTRE DR (50 km/h); Road 2: BINGEMANS CENTRE DR; Distance: 30.0 M E; Vehicle #1     Make: NISS     Model: SML     Colour: BLK     Style: 4D
19034903,2/12/2019 2:40:00 PM,2019,2,14,Tuesday,43.471751,43.47174240097365,43.471751,-80.441307,-80.4413035545636,-80.441307,545188.53699,4813354.73623,Intersection related,Non-reportable,Thru lane,Sideswipe,Traffic signal,FALSE,FALSE,Freezing Rain,Road 1: BINGEMANS CENTRE DR; Road 2: VICTORIA ST N; Vehicle #1     Make: TOYT     Model: RG4     Colour: WHI     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19035358,2/13/2019 12:12:00 PM,2019,2,12,Wednesday,43.392308,43.392299546329014,43.392308,-80.465997,-80.46599290049777,-80.465997,543248.14135,4804518.95066,Intersection related,Non-fatal injury,Thru lane,Approaching,Stop sign,FALSE,FALSE,Snow,Road 1: HURON RD (50 km/h); Road 2: STRASBURG RD (50 km/h); Distance: 20.0 M E; Vehicle #1     Make: VOLK     Model: GLF     Colour: WHI     Style: 2B; Vehicle #2     Make: CHEV     Model: CAV     Colour: RED     Style: 4D
19035443,2/13/2019 10:40:00 AM,2019,2,10,Wednesday,43.448114,43.44810582709524,43.448114,-80.502086,-80.50208247039545,-80.502086,540288.29562,4810698.53092,Non intersection,Non-reportable,Thru lane,Rear end,No control,FALSE,FALSE,Snow,Road 1: PARK ST; Road 2: VICTORIA ST S; Distance: 50.0 M S; Vehicle #1     Make: FORD     Model: VAN     Colour: WHI     Style: FV; Vehicle #2     Make:      Model:      Colour:      Style:
19035477,2/3/2019 12:00:00 AM,2019,2,0,Sunday,43.442112,43.442103381196226,43.442112,-80.519158,-80.51915421752608,-80.519158,538910.80457,4810023.80217,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: BELTON DR (IFO 11); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: MERZ     Model: MG3     Colour: GRY     Style: TY
19035511,2/13/2019 4:20:00 PM,2019,2,16,Wednesday,43.415671,43.41566282906357,43.415671,-80.442339,-80.44233569623054,-80.442339,545146.73986,4807126.13416,At intersection,Non-reportable,Thru lane,Rear end,Stop sign,FALSE,FALSE,Snow,Road 1: WILSON AVE; Road 2: GOODRICH DR; Vehicle #1     Make: FORD     Model: FE     Colour: RED     Style: 4D; Vehicle #2     Make: CHEV     Model: SIL     Colour: WHI     Style: CB
19035517,2/13/2019 4:21:00 PM,2019,2,16,Wednesday,43.45447,43.45446169737586,43.45447,-80.479443,-80.47943931581342,-80.479443,542116.02666,4811415.59571,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: SAMUEL ST (IFO 11 SAMUEL ST); Road 2: FREDERICK ST; Vehicle #1     Make: DODG     Model: CAR     Colour: RED     Style: VN; Vehicle #2     Make:      Model:      Colour:      Style:
19035581,2/12/2019 7:30:00 PM,2019,2,19,Tuesday,43.458744,43.458735105781045,43.458744,-80.486419,-80.48641535921816,-80.486419,541548.70206,4811886.68625,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Freezing Rain,Road 1: BREITHAUPT ST; Road 2: ST LEGER ST; Vehicle #1     Make: MERZ     Model: GL3     Colour: BLK     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19035653,2/13/2019 7:00:00 PM,2019,2,19,Wednesday,43.409444,43.40943581533313,43.409444,-80.440823,-80.44081942461693,-80.440823,545274.13117,4806435.40522,At intersection,P.D. only,Right turn channel,Rear end,Stop sign,FALSE,FALSE,Snow,Road 1: WILSON AVE; Road 2: WABANAKI DR; Distance: 0.0 M W; Vehicle #1     Make: NISS     Model: SML     Colour: BLK     Style: 4D; Vehicle #2     Make: CHEV     Model: UPL     Colour: GRY     Style: VN
19035659,3/25/2019 7:20:00 AM,2019,3,7,Monday,43.479113,43.47910468256173,43.479113,-80.468764,-80.46876053939694,-80.468764,542962.53879,4814157.84227,At/near private drive,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: TAGGE ST (50 km/h); Road 2: TAGGE ST; Distance: 1.0 M W; Vehicle #1     Make: GMC     Model: SIE     Colour: RED     Style: PK; Vehicle #2     Make:      Model:      Colour:      Style: 4D
19035985,2/14/2019 9:20:00 AM,2019,2,9,Thursday,43.447425,43.447416158936335,43.447425,-80.5141,-80.51409625280336,-80.5141,539316.66272,4810616.19878,Intersection related,P.D. only,Right turn channel,Other,Traffic signal,FALSE,FALSE,Clear,Road 1: BELMONT ST KITCHENER; Road 2: GAGE ST KITCHENER; Vehicle #1     Make: TOYT     Model: HIG     Colour: BLK     Style: TY; Vehicle #2     Make: MAZD     Model: M3S     Colour: SIL     Style: 4D
19036023,2/14/2019 9:10:00 AM,2019,2,9,Thursday,43.42058,43.42057152023919,43.42058,-80.476093,-80.47608948643617,-80.476093,542410.70896,4807653.55042,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: GRACEFIELD CRESCENT; Vehicle #1     Make: DODG     Model: CAR     Colour: SIL     Style: VN; Vehicle #2     Make: TOYT     Model: RV4     Colour: WHI     Style: TY
19036034,2/14/2019 8:10:00 AM,2019,2,8,Thursday,43.45868,43.45867175327749,43.45868,-80.454675,-80.45467131870579,-80.454675,544116.82693,4811895.97389,At intersection,Non-reportable,Thru lane,Rear end,unknown,FALSE,FALSE,Clear,Road 1: MANCHESTER RD; Road 2: RIVER RD E; Vehicle #1     Make: HOND     Model: ELE     Colour: BLK     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
19036342,2/14/2019 12:30:00 PM,2019,2,12,Thursday,43.410613,43.410604167120574,43.410613,-80.400528,-80.40052386046,-80.400528,548535.7406,4806587.82893,Non intersection,Non-reportable,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: DEER RIDGE DR; Road 2: KING ST E; Distance: 60.0 M N; Vehicle #1     Make: HOND     Model: CIV     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19036347,2/14/2019 8:00:00 AM,2019,2,8,Thursday,43.384822,43.384813354416885,43.384822,-80.43621,-80.43620633513565,-80.43621,545666.11866,4803703.44005,At/near private drive,Non-reportable,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: 80 APPLE RIDGE DR; Vehicle #1     Make: GMC     Model: SAV     Colour: WHI     Style: FV; Vehicle #2     Make:      Model:      Colour:      Style:
19036403,2/14/2019 2:20:00 PM,2019,2,14,Thursday,43.43561,43.43560141265427,43.43561,-80.432759,-80.4327550193772,-80.432759,545907.2924,4809345.68468,At intersection,P.D. only,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: KINZIE AVE; Road 2: THALER AVE; Vehicle #1     Make: HYUN     Model: SGL     Colour: BLK     Style: 4D; Vehicle #2     Make: TOYT     Model: UCS     Colour: BLU     Style: 4D
19036799,2/15/2019 6:59:00 AM,2019,2,6,Friday,43.370681,43.37067207835529,43.370681,-80.423151,-80.42314704756731,-80.423151,546734.75574,4802140.19931,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Rain,Road 1: REICHERT DR (80 km/h); Road 2: NEW DUNDEE RD; Distance: 250.0 K S; Vehicle #1     Make: KIA     Model: SOR     Colour: BLK     Style: TY
19036807,2/15/2019 6:59:00 AM,2019,2,6,Friday,43.370684,43.370675684082244,43.370684,-80.423161,-80.4231569682285,-80.423161,546733.94923,4802140.59419,Non intersection,P.D. only,Right shoulder,SMV other,No control,FALSE,FALSE,Rain,Road 1: REICHERT DR (80 km/h); Road 2: NEW DUNDEE RD; Distance: 250.0 M S; Vehicle #1     Make: TOYT     Model: CTX     Colour: BLK     Style: 4B
19036939,2/15/2019 10:00:00 AM,2019,2,10,Friday,43.452527,43.45251800558998,43.452527,-80.475301,-80.47529742390614,-80.475301,542452.48708,4811201.83673,At intersection,P.D. only,Within intersection,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: BRUBACHER ST (50 km/h); Road 2: LYDIA ST (50 km/h); Vehicle #1     Make: HOND     Model: UDV     Colour: BLU     Style: 4D
19037002,2/13/2019 6:30:00 PM,2019,2,18,Wednesday,43.404181,43.4041728056226,43.404181,-80.503314,-80.50330985914873,-80.503314,540218.05885,4805818.87559,At intersection,P.D. only,Thru lane,Rear end,unknown,FALSE,FALSE,Snow,Road 1: MAX BECKER DR; Road 2: COMMONWEALTH ST; Vehicle #1     Make: MERZ     Model: CW3     Colour: WHI     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19037039,2/14/2019 2:45:00 PM,2019,2,14,Thursday,43.415443,43.41543425817525,43.415443,-80.5303,-80.53029656996806,-80.5303,538025.83853,4807056.86988,Non intersection,P.D. only,Thru lane,SMV other,No control,FALSE,FALSE,Snow,Road 1: ROYAL ORCHARD DR; Road 2: DEERWOOD CRESCENT; Vehicle #1     Make: HOND     Model: CS3     Colour: BLU     Style: 4D
19037154,2/15/2019 8:35:00 AM,2019,2,8,Friday,43.412258,43.412249811798816,43.412258,-80.478616,-80.47861232002481,-80.478616,542212.26483,4806728.08863,Non intersection,Non-reportable,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: 60 THE COUNTRY WAY; Vehicle #1     Make: HOND     Model: PIL     Colour: BGE     Style: TY; Vehicle #2     Make: CHEV     Model: MBL     Colour: WHI     Style: 4D
19037923,2/14/2019 8:45:00 AM,2019,2,8,Thursday,43.448495,43.44848668821316,43.448495,-80.439966,-80.43996188809773,-80.439966,545314.41918,4810772.74242,Non intersection,Non-reportable,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: CONWAY DR; Road 2: GAY CRESCENT; Distance: 100.0 M W; Vehicle #1     Make: TOYO     Model: COR     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19037928,2/15/2019 11:50:00 PM,2019,2,23,Friday,43.444199,43.444190615431836,43.444199,-80.519081,-80.51907735773172,-80.519081,538915.68625,4810255.64036,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: BRYBECK CRESCENT; Road 2: WESTMOUNT RD W; Distance: 300.0 M E; Vehicle #1     Make: NISS     Model: ATS     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
19038549,2/17/2019 6:30:00 AM,2019,2,6,Sunday,43.377865,43.37785647917929,43.377865,-80.451982,-80.45197867807825,-80.451982,544393.66509,4802922.32272,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Snow,Road 1: CARYNDALE DR (50 km/h); Road 2: ROBERT FERRIE DR; Distance: 50.0 M S; Vehicle #1     Make: SUBA     Model: ISE     Colour: BLU     Style: SW
