table,Note ID,Note,Dimension name,Member Name
35-10-0188-01,13,"During the revision of 2001 data for the province of Ontario, a discrepancy in methodology applied by the forces in the province using the Ontario Municipal and Provincial Police Automated Co-operative (OMPPAC) system was detected. These forces report approximately one-third of the total criminal incidents for the province and include the Ontario Provincial Police and about 60 small and mid-sized municipal forces. This discrepancy resulted in an over-count of less serious criminal incidents. During 2003 and 2004, the Canadian Centre for Justice Statistics (CCJS) consulted with affected police services and analyzed both historical Aggregate Uniform Crime Reporting Survey (UCR) data and more recent Incident-based Uniform Crime Reporting Survey (UCR2) microdata to determine the impact of this over-reporting. The effect at the Canada level was, on average, 1% per year from 1977 to 2000. This over-counting peaked in 1991, where it was estimated that the total crime rate for the country was over-estimated by approximately 1.8%. However, the overall historical trend changed very little. The impact in Ontario is more noticeable, but the overall trend is still very similar. On average, the effect was 2% to 3% per year, with the biggest change occurring in 1991, where the Ontario crime rate is 5% lower as a result of the adjustment. For further information, refer to the report: <A HREF=""http://www.statcan.gc.ca/imdb-bmdi/document/3302_D13_T9_V1-eng.pdf"">Summary of Historical Adjustments to Crime Data for Ontario 1977-2000</A>.",Geography,Ontario [35]
35-10-0188-01,14,"With the release of 2012 data, revised population estimates at the respondent level were applied back to and including 2004.",,
35-10-0188-01,15,"Police reported statistics may be affected by differences in the way police services deal with minor offences. In some instances, police or municipalities might chose to deal with some minor offences using municipal by-laws or provincial provisions rather than Criminal Code provisions. Counts are based on the most serious violation in the incident.",,
35-10-0188-01,16,"Crime data for 2012 are estimates. Therefore, please use caution when comparing these data with previous years.",Geography,"South Simcoe (Innisfil), Ontario, municipal [35275]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal [35016]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Kawartha Lakes, Ontario, municipal [35157]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"Penitentiary Squad, Ontario, Ontario Provincial Police, rural [35492]"
35-10-0188-01,17,"The crime statistics reported for this police service contain a notable proportion of incidents that occur within the local correctional facility. For further details, contact the Canadian Centre for Justice and Community Safety Statistics at statcan.ccjcss-ccsjsc.statcan@statcan.gc.ca.",Geography,"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]"
35-10-0188-01,19,"Prior to 2016, all incidents of a Criminal Code violation which occurred within the Central East Correctional Centre (CECC) located in Lindsay, Ontario were reported under the Kawartha Lakes Police Service (35157). The majority of these offences were physical assault, breach of probation and prison unlawfully at large. In 2016, Statistics Canada began reporting the CECC data separately. As a result, comparison with previous years should be done with caution.",Geography,"Kawartha Lakes, Ontario, municipal [35157]"
